ReportDt,Unit,Power
11/15/2018,Dresden 2,100
11/15/2018,Dresden 3,100
11/15/2018,Duane Arnold,100
11/15/2018,Farley 1,100
11/15/2018,Farley 2,100
11/15/2018,Fermi 2,100
11/15/2018,FitzPatrick,100
11/15/2018,Ginna,100
11/15/2018,Grand Gulf 1,99
11/15/2018,Harris 1,100
11/15/2018,Hatch 1,100
11/15/2018,Hatch 2,100
11/15/2018,Hope Creek 1,100
11/15/2018,Indian Point 2,100
11/15/2018,Indian Point 3,100
11/15/2018,LaSalle 1,100
11/15/2018,LaSalle 2,100
11/15/2018,Limerick 1,100
11/15/2018,Limerick 2,100
11/15/2018,McGuire 1,100
11/15/2018,McGuire 2,100
11/15/2018,Millstone 2,0
11/15/2018,Millstone 3,100
11/15/2018,Monticello,100
11/15/2018,Nine Mile Point 1,100
11/15/2018,Nine Mile Point 2,100
11/15/2018,North Anna 1,100
11/15/2018,North Anna 2,100
11/15/2018,Oconee 1,55
11/15/2018,Oconee 2,100
11/15/2018,Oconee 3,100
11/15/2018,Oyster Creek,0
11/15/2018,Palisades,0
11/15/2018,Palo Verde 1,100
11/15/2018,Palo Verde 2,0
11/15/2018,Palo Verde 3,100
11/15/2018,Peach Bottom 2,100
11/15/2018,Peach Bottom 3,100
11/15/2018,Perry 1,100
11/15/2018,Pilgrim 1,100
11/15/2018,Point Beach 1,100
11/15/2018,Point Beach 2,100
11/15/2018,Prairie Island 1,100
11/15/2018,Prairie Island 2,100
11/15/2018,Quad Cities 1,100
11/15/2018,Quad Cities 2,100
11/15/2018,River Bend 1,0
11/15/2018,Robinson 2,0
11/15/2018,Saint Lucie 1,100
11/15/2018,Saint Lucie 2,100
11/15/2018,Salem 1,100
11/15/2018,Salem 2,90
11/15/2018,Seabrook 1,100
11/15/2018,Sequoyah 1,100
11/15/2018,Sequoyah 2,0
11/15/2018,South Texas 1,100
11/15/2018,South Texas 2,100
11/15/2018,Summer,0
11/15/2018,Surry 1,100
11/15/2018,Surry 2,0
11/15/2018,Susquehanna 1,100
11/15/2018,Susquehanna 2,100
11/15/2018,Three Mile Island 1,100
11/15/2018,Turkey Point 3,100
11/15/2018,Turkey Point 4,100
11/15/2018,Vogtle 1,100
11/15/2018,Vogtle 2,100
11/15/2018,Waterford 3,100
11/15/2018,Watts Bar 1,100
11/15/2018,Watts Bar 2,100
11/15/2018,Wolf Creek 1,100
11/14/2018,Arkansas Nuclear 1,100
11/14/2018,Arkansas Nuclear 2,0
11/14/2018,Beaver Valley 1,100
11/14/2018,Beaver Valley 2,3
11/14/2018,Braidwood 1,100
11/14/2018,Braidwood 2,100
11/14/2018,Browns Ferry 1,0
11/14/2018,Browns Ferry 2,100
11/14/2018,Browns Ferry 3,100
11/14/2018,Brunswick 1,100
11/14/2018,Brunswick 2,100
11/14/2018,Byron 1,100
11/14/2018,Byron 2,100
11/14/2018,Callaway,100
11/14/2018,Calvert Cliffs 1,100
11/14/2018,Calvert Cliffs 2,100
11/14/2018,Catawba 1,90
11/14/2018,Catawba 2,100
11/14/2018,Clinton,98
11/14/2018,Columbia Generating Station,100
11/14/2018,Comanche Peak 1,100
11/14/2018,Comanche Peak 2,100
11/14/2018,Cooper,0
11/14/2018,D.C. Cook 1,100
11/14/2018,D.C. Cook 2,100
11/14/2018,Davis-Besse,100
11/14/2018,Diablo Canyon 1,100
11/14/2018,Diablo Canyon 2,100
11/14/2018,Dresden 2,100
11/14/2018,Dresden 3,70
11/14/2018,Duane Arnold,100
11/14/2018,Farley 1,100
11/14/2018,Farley 2,100
11/14/2018,Fermi 2,100
11/14/2018,FitzPatrick,100
11/14/2018,Ginna,100
11/14/2018,Grand Gulf 1,100
11/14/2018,Harris 1,100
11/14/2018,Hatch 1,100
11/14/2018,Hatch 2,100
11/14/2018,Hope Creek 1,100
11/14/2018,Indian Point 2,100
11/14/2018,Indian Point 3,100
11/14/2018,LaSalle 1,100
11/14/2018,LaSalle 2,100
11/14/2018,Limerick 1,100
11/14/2018,Limerick 2,100
11/14/2018,McGuire 1,100
11/14/2018,McGuire 2,100
11/14/2018,Millstone 2,0
11/14/2018,Millstone 3,100
11/14/2018,Monticello,100
11/14/2018,Nine Mile Point 1,100
11/14/2018,Nine Mile Point 2,100
11/14/2018,North Anna 1,100
11/14/2018,North Anna 2,100
11/14/2018,Oconee 1,0
11/14/2018,Oconee 2,100
11/14/2018,Oconee 3,100
11/14/2018,Oyster Creek,0
11/14/2018,Palisades,0
11/14/2018,Palo Verde 1,100
11/14/2018,Palo Verde 2,0
11/14/2018,Palo Verde 3,100
11/14/2018,Peach Bottom 2,100
11/14/2018,Peach Bottom 3,100
11/14/2018,Perry 1,100
11/14/2018,Pilgrim 1,100
11/14/2018,Point Beach 1,100
11/14/2018,Point Beach 2,100
11/14/2018,Prairie Island 1,100
11/14/2018,Prairie Island 2,100
11/14/2018,Quad Cities 1,100
11/14/2018,Quad Cities 2,100
11/14/2018,River Bend 1,1
11/14/2018,Robinson 2,0
11/14/2018,Saint Lucie 1,100
11/14/2018,Saint Lucie 2,100
11/14/2018,Salem 1,100
11/14/2018,Salem 2,47
11/14/2018,Seabrook 1,100
11/14/2018,Sequoyah 1,100
11/14/2018,Sequoyah 2,0
11/14/2018,South Texas 1,98
11/14/2018,South Texas 2,100
11/14/2018,Summer,0
11/14/2018,Surry 1,100
11/14/2018,Surry 2,0
11/14/2018,Susquehanna 1,100
11/14/2018,Susquehanna 2,100
11/14/2018,Three Mile Island 1,100
11/14/2018,Turkey Point 3,100
11/14/2018,Turkey Point 4,100
11/14/2018,Vogtle 1,100
11/14/2018,Vogtle 2,100
11/14/2018,Waterford 3,100
11/14/2018,Watts Bar 1,100
11/14/2018,Watts Bar 2,100
11/14/2018,Wolf Creek 1,100
11/13/2018,Arkansas Nuclear 1,100
11/13/2018,Arkansas Nuclear 2,0
11/13/2018,Beaver Valley 1,100
11/13/2018,Beaver Valley 2,0
11/13/2018,Braidwood 1,100
11/13/2018,Braidwood 2,100
11/13/2018,Browns Ferry 1,0
11/13/2018,Browns Ferry 2,100
11/13/2018,Browns Ferry 3,100
11/13/2018,Brunswick 1,87
11/13/2018,Brunswick 2,100
11/13/2018,Byron 1,100
11/13/2018,Byron 2,100
11/13/2018,Callaway,100
11/13/2018,Calvert Cliffs 1,100
11/13/2018,Calvert Cliffs 2,100
11/13/2018,Catawba 1,93
11/13/2018,Catawba 2,100
11/13/2018,Clinton,99
11/13/2018,Columbia Generating Station,100
11/13/2018,Comanche Peak 1,100
11/13/2018,Comanche Peak 2,100
11/13/2018,Cooper,0
11/13/2018,D.C. Cook 1,100
11/13/2018,D.C. Cook 2,100
11/13/2018,Davis-Besse,100
11/13/2018,Diablo Canyon 1,100
11/13/2018,Diablo Canyon 2,100
11/13/2018,Dresden 2,100
11/13/2018,Dresden 3,15
11/13/2018,Duane Arnold,100
11/13/2018,Farley 1,100
11/13/2018,Farley 2,100
11/13/2018,Fermi 2,100
11/13/2018,FitzPatrick,100
11/13/2018,Ginna,100
11/13/2018,Grand Gulf 1,100
11/13/2018,Harris 1,100
11/13/2018,Hatch 1,100
11/13/2018,Hatch 2,100
11/13/2018,Hope Creek 1,100
11/13/2018,Indian Point 2,100
11/13/2018,Indian Point 3,100
11/13/2018,LaSalle 1,100
11/13/2018,LaSalle 2,100
11/13/2018,Limerick 1,100
11/13/2018,Limerick 2,100
11/13/2018,McGuire 1,100
11/13/2018,McGuire 2,100
11/13/2018,Millstone 2,0
11/13/2018,Millstone 3,100
11/13/2018,Monticello,100
11/13/2018,Nine Mile Point 1,100
11/13/2018,Nine Mile Point 2,100
11/13/2018,North Anna 1,100
11/13/2018,North Anna 2,100
11/13/2018,Oconee 1,0
11/13/2018,Oconee 2,100
11/13/2018,Oconee 3,100
11/13/2018,Oyster Creek,0
11/13/2018,Palisades,0
11/13/2018,Palo Verde 1,100
11/13/2018,Palo Verde 2,0
11/13/2018,Palo Verde 3,100
11/13/2018,Peach Bottom 2,100
11/13/2018,Peach Bottom 3,100
11/13/2018,Perry 1,100
11/13/2018,Pilgrim 1,100
11/13/2018,Point Beach 1,100
11/13/2018,Point Beach 2,100
11/13/2018,Prairie Island 1,100
11/13/2018,Prairie Island 2,100
11/13/2018,Quad Cities 1,100
11/13/2018,Quad Cities 2,100
11/13/2018,River Bend 1,0
11/13/2018,Robinson 2,0
11/13/2018,Saint Lucie 1,100
11/13/2018,Saint Lucie 2,100
11/13/2018,Salem 1,100
11/13/2018,Salem 2,16
11/13/2018,Seabrook 1,100
11/13/2018,Sequoyah 1,100
11/13/2018,Sequoyah 2,0
11/13/2018,South Texas 1,77
11/13/2018,South Texas 2,100
11/13/2018,Summer,0
11/13/2018,Surry 1,100
11/13/2018,Surry 2,0
11/13/2018,Susquehanna 1,100
11/13/2018,Susquehanna 2,100
11/13/2018,Three Mile Island 1,100
11/13/2018,Turkey Point 3,100
11/13/2018,Turkey Point 4,100
11/13/2018,Vogtle 1,100
11/13/2018,Vogtle 2,100
11/13/2018,Waterford 3,100
11/13/2018,Watts Bar 1,100
11/13/2018,Watts Bar 2,100
11/13/2018,Wolf Creek 1,100
11/12/2018,Arkansas Nuclear 1,100
11/12/2018,Arkansas Nuclear 2,0
11/12/2018,Beaver Valley 1,100
11/12/2018,Beaver Valley 2,0
11/12/2018,Braidwood 1,100
11/12/2018,Braidwood 2,100
11/12/2018,Browns Ferry 1,0
11/12/2018,Browns Ferry 2,100
11/12/2018,Browns Ferry 3,100
11/12/2018,Brunswick 1,100
11/12/2018,Brunswick 2,100
11/12/2018,Byron 1,100
11/12/2018,Byron 2,100
11/12/2018,Callaway,100
11/12/2018,Calvert Cliffs 1,100
11/12/2018,Calvert Cliffs 2,100
11/12/2018,Catawba 1,93
11/12/2018,Catawba 2,100
11/12/2018,Clinton,98
11/12/2018,Columbia Generating Station,100
11/12/2018,Comanche Peak 1,100
11/12/2018,Comanche Peak 2,100
11/12/2018,Cooper,0
11/12/2018,D.C. Cook 1,100
11/12/2018,D.C. Cook 2,100
11/12/2018,Davis-Besse,100
11/12/2018,Diablo Canyon 1,100
11/12/2018,Diablo Canyon 2,100
11/12/2018,Dresden 2,100
11/12/2018,Dresden 3,0
11/12/2018,Duane Arnold,100
11/12/2018,Farley 1,100
11/12/2018,Farley 2,100
11/12/2018,Fermi 2,100
11/12/2018,FitzPatrick,100
11/12/2018,Ginna,100
11/12/2018,Grand Gulf 1,100
11/12/2018,Harris 1,100
11/12/2018,Hatch 1,100
11/12/2018,Hatch 2,100
11/12/2018,Hope Creek 1,100
11/12/2018,Indian Point 2,100
11/12/2018,Indian Point 3,100
11/12/2018,LaSalle 1,100
11/12/2018,LaSalle 2,100
11/12/2018,Limerick 1,100
11/12/2018,Limerick 2,100
11/12/2018,McGuire 1,100
11/12/2018,McGuire 2,100
11/12/2018,Millstone 2,0
11/12/2018,Millstone 3,100
11/12/2018,Monticello,100
11/12/2018,Nine Mile Point 1,100
11/12/2018,Nine Mile Point 2,100
11/12/2018,North Anna 1,100
11/12/2018,North Anna 2,100
11/12/2018,Oconee 1,0
11/12/2018,Oconee 2,100
11/12/2018,Oconee 3,100
11/12/2018,Oyster Creek,0
11/12/2018,Palisades,0
11/12/2018,Palo Verde 1,100
11/12/2018,Palo Verde 2,0
11/12/2018,Palo Verde 3,100
11/12/2018,Peach Bottom 2,100
11/12/2018,Peach Bottom 3,100
11/12/2018,Perry 1,100
11/12/2018,Pilgrim 1,100
11/12/2018,Point Beach 1,100
11/12/2018,Point Beach 2,100
11/12/2018,Prairie Island 1,100
11/12/2018,Prairie Island 2,100
11/12/2018,Quad Cities 1,100
11/12/2018,Quad Cities 2,100
11/12/2018,River Bend 1,0
11/12/2018,Robinson 2,0
11/12/2018,Saint Lucie 1,100
11/12/2018,Saint Lucie 2,100
11/12/2018,Salem 1,100
11/12/2018,Salem 2,0
11/12/2018,Seabrook 1,100
11/12/2018,Sequoyah 1,100
11/12/2018,Sequoyah 2,0
11/12/2018,South Texas 1,50
11/12/2018,South Texas 2,100
11/12/2018,Summer,0
11/12/2018,Surry 1,100
11/12/2018,Surry 2,0
11/12/2018,Susquehanna 1,100
11/12/2018,Susquehanna 2,100
11/12/2018,Three Mile Island 1,100
11/12/2018,Turkey Point 3,89
11/12/2018,Turkey Point 4,100
11/12/2018,Vogtle 1,100
11/12/2018,Vogtle 2,100
11/12/2018,Waterford 3,100
11/12/2018,Watts Bar 1,100
11/12/2018,Watts Bar 2,100
11/12/2018,Wolf Creek 1,100
11/11/2018,Arkansas Nuclear 1,100
11/11/2018,Arkansas Nuclear 2,0
11/11/2018,Beaver Valley 1,100
11/11/2018,Beaver Valley 2,0
11/11/2018,Braidwood 1,100
11/11/2018,Braidwood 2,100
11/11/2018,Browns Ferry 1,0
11/11/2018,Browns Ferry 2,100
11/11/2018,Browns Ferry 3,100
11/11/2018,Brunswick 1,100
11/11/2018,Brunswick 2,100
11/11/2018,Byron 1,100
11/11/2018,Byron 2,100
11/11/2018,Callaway,100
11/11/2018,Calvert Cliffs 1,100
11/11/2018,Calvert Cliffs 2,100
11/11/2018,Catawba 1,93
11/11/2018,Catawba 2,100
11/11/2018,Clinton,98
11/11/2018,Columbia Generating Station,100
11/11/2018,Comanche Peak 1,100
11/11/2018,Comanche Peak 2,100
11/11/2018,Cooper,0
11/11/2018,D.C. Cook 1,100
11/11/2018,D.C. Cook 2,100
11/11/2018,Davis-Besse,100
11/11/2018,Diablo Canyon 1,100
11/11/2018,Diablo Canyon 2,100
11/11/2018,Dresden 2,100
11/11/2018,Dresden 3,0
11/11/2018,Duane Arnold,100
11/11/2018,Farley 1,100
11/11/2018,Farley 2,100
11/11/2018,Fermi 2,100
11/11/2018,FitzPatrick,100
11/11/2018,Ginna,90
11/11/2018,Grand Gulf 1,100
11/11/2018,Harris 1,100
11/11/2018,Hatch 1,100
11/11/2018,Hatch 2,100
11/11/2018,Hope Creek 1,100
11/11/2018,Indian Point 2,100
11/11/2018,Indian Point 3,100
11/11/2018,LaSalle 1,100
11/11/2018,LaSalle 2,100
11/11/2018,Limerick 1,100
11/11/2018,Limerick 2,100
11/11/2018,McGuire 1,100
11/11/2018,McGuire 2,100
11/11/2018,Millstone 2,0
11/11/2018,Millstone 3,100
11/11/2018,Monticello,100
11/11/2018,Nine Mile Point 1,100
11/11/2018,Nine Mile Point 2,100
11/11/2018,North Anna 1,100
11/11/2018,North Anna 2,100
11/11/2018,Oconee 1,0
11/11/2018,Oconee 2,100
11/11/2018,Oconee 3,100
11/11/2018,Oyster Creek,0
11/11/2018,Palisades,0
11/11/2018,Palo Verde 1,100
11/11/2018,Palo Verde 2,0
11/11/2018,Palo Verde 3,100
11/11/2018,Peach Bottom 2,100
11/11/2018,Peach Bottom 3,100
11/11/2018,Perry 1,100
11/11/2018,Pilgrim 1,100
11/11/2018,Point Beach 1,100
11/11/2018,Point Beach 2,100
11/11/2018,Prairie Island 1,100
11/11/2018,Prairie Island 2,100
11/11/2018,Quad Cities 1,100
11/11/2018,Quad Cities 2,100
11/11/2018,River Bend 1,0
11/11/2018,Robinson 2,0
11/11/2018,Saint Lucie 1,100
11/11/2018,Saint Lucie 2,100
11/11/2018,Salem 1,100
11/11/2018,Salem 2,0
11/11/2018,Seabrook 1,100
11/11/2018,Sequoyah 1,100
11/11/2018,Sequoyah 2,0
11/11/2018,South Texas 1,19
11/11/2018,South Texas 2,100
11/11/2018,Summer,0
11/11/2018,Surry 1,100
11/11/2018,Surry 2,0
11/11/2018,Susquehanna 1,100
11/11/2018,Susquehanna 2,100
11/11/2018,Three Mile Island 1,100
11/11/2018,Turkey Point 3,54
11/11/2018,Turkey Point 4,100
11/11/2018,Vogtle 1,100
11/11/2018,Vogtle 2,100
11/11/2018,Waterford 3,100
11/11/2018,Watts Bar 1,100
11/11/2018,Watts Bar 2,100
11/11/2018,Wolf Creek 1,100
11/10/2018,Arkansas Nuclear 1,100
11/10/2018,Arkansas Nuclear 2,0
11/10/2018,Beaver Valley 1,100
11/10/2018,Beaver Valley 2,0
11/10/2018,Braidwood 1,100
11/10/2018,Braidwood 2,99
11/10/2018,Browns Ferry 1,0
11/10/2018,Browns Ferry 2,66
11/10/2018,Browns Ferry 3,100
11/10/2018,Brunswick 1,100
11/10/2018,Brunswick 2,100
11/10/2018,Byron 1,100
11/10/2018,Byron 2,100
11/10/2018,Callaway,100
11/10/2018,Calvert Cliffs 1,100
11/10/2018,Calvert Cliffs 2,100
11/10/2018,Catawba 1,94
11/10/2018,Catawba 2,100
11/10/2018,Clinton,98
11/10/2018,Columbia Generating Station,100
11/10/2018,Comanche Peak 1,100
11/10/2018,Comanche Peak 2,100
11/10/2018,Cooper,0
11/10/2018,D.C. Cook 1,100
11/10/2018,D.C. Cook 2,100
11/10/2018,Davis-Besse,100
11/10/2018,Diablo Canyon 1,100
11/10/2018,Diablo Canyon 2,100
11/10/2018,Dresden 2,100
11/10/2018,Dresden 3,0
11/10/2018,Duane Arnold,100
11/10/2018,Farley 1,100
11/10/2018,Farley 2,100
11/10/2018,Fermi 2,100
11/10/2018,FitzPatrick,100
11/10/2018,Ginna,70
11/10/2018,Grand Gulf 1,100
11/10/2018,Harris 1,100
11/10/2018,Hatch 1,100
11/10/2018,Hatch 2,100
11/10/2018,Hope Creek 1,100
11/10/2018,Indian Point 2,100
11/10/2018,Indian Point 3,100
11/10/2018,LaSalle 1,100
11/10/2018,LaSalle 2,100
11/10/2018,Limerick 1,100
11/10/2018,Limerick 2,100
11/10/2018,McGuire 1,100
11/10/2018,McGuire 2,100
11/10/2018,Millstone 2,0
11/10/2018,Millstone 3,100
11/10/2018,Monticello,100
11/10/2018,Nine Mile Point 1,100
11/10/2018,Nine Mile Point 2,100
11/10/2018,North Anna 1,100
11/10/2018,North Anna 2,100
11/10/2018,Oconee 1,0
11/10/2018,Oconee 2,100
11/10/2018,Oconee 3,100
11/10/2018,Oyster Creek,0
11/10/2018,Palisades,0
11/10/2018,Palo Verde 1,100
11/10/2018,Palo Verde 2,0
11/10/2018,Palo Verde 3,100
11/10/2018,Peach Bottom 2,100
11/10/2018,Peach Bottom 3,100
11/10/2018,Perry 1,100
11/10/2018,Pilgrim 1,100
11/10/2018,Point Beach 1,100
11/10/2018,Point Beach 2,100
11/10/2018,Prairie Island 1,100
11/10/2018,Prairie Island 2,100
11/10/2018,Quad Cities 1,100
11/10/2018,Quad Cities 2,100
11/10/2018,River Bend 1,0
11/10/2018,Robinson 2,0
11/10/2018,Saint Lucie 1,100
11/10/2018,Saint Lucie 2,100
11/10/2018,Salem 1,100
11/10/2018,Salem 2,0
11/10/2018,Seabrook 1,100
11/10/2018,Sequoyah 1,100
11/10/2018,Sequoyah 2,0
11/10/2018,South Texas 1,14
11/10/2018,South Texas 2,100
11/10/2018,Summer,0
11/10/2018,Surry 1,100
11/10/2018,Surry 2,0
11/10/2018,Susquehanna 1,100
11/10/2018,Susquehanna 2,100
11/10/2018,Three Mile Island 1,100
11/10/2018,Turkey Point 3,49
11/10/2018,Turkey Point 4,100
11/10/2018,Vogtle 1,100
11/10/2018,Vogtle 2,100
11/10/2018,Waterford 3,100
11/10/2018,Watts Bar 1,100
11/10/2018,Watts Bar 2,100
11/10/2018,Wolf Creek 1,100
11/09/2018,Arkansas Nuclear 1,100
11/09/2018,Arkansas Nuclear 2,0
11/09/2018,Beaver Valley 1,100
11/09/2018,Beaver Valley 2,0
11/09/2018,Braidwood 1,100
11/09/2018,Braidwood 2,100
11/09/2018,Browns Ferry 1,0
11/09/2018,Browns Ferry 2,100
11/09/2018,Browns Ferry 3,100
11/09/2018,Brunswick 1,100
11/09/2018,Brunswick 2,100
11/09/2018,Byron 1,100
11/09/2018,Byron 2,100
11/09/2018,Callaway,100
11/09/2018,Calvert Cliffs 1,100
11/09/2018,Calvert Cliffs 2,100
11/09/2018,Catawba 1,94
11/09/2018,Catawba 2,100
11/09/2018,Clinton,98
11/09/2018,Columbia Generating Station,100
11/09/2018,Comanche Peak 1,100
11/09/2018,Comanche Peak 2,100
11/09/2018,Cooper,0
11/09/2018,D.C. Cook 1,100
11/09/2018,D.C. Cook 2,100
11/09/2018,Davis-Besse,100
11/09/2018,Diablo Canyon 1,100
11/09/2018,Diablo Canyon 2,100
11/09/2018,Dresden 2,100
11/09/2018,Dresden 3,0
11/09/2018,Duane Arnold,100
11/09/2018,Farley 1,100
11/09/2018,Farley 2,100
11/09/2018,Fermi 2,100
11/09/2018,FitzPatrick,100
11/09/2018,Ginna,30
11/09/2018,Grand Gulf 1,100
11/09/2018,Harris 1,100
11/09/2018,Hatch 1,100
11/09/2018,Hatch 2,100
11/09/2018,Hope Creek 1,100
11/09/2018,Indian Point 2,100
11/09/2018,Indian Point 3,100
11/09/2018,LaSalle 1,100
11/09/2018,LaSalle 2,100
11/09/2018,Limerick 1,100
11/09/2018,Limerick 2,100
11/09/2018,McGuire 1,100
11/09/2018,McGuire 2,100
11/09/2018,Millstone 2,0
11/09/2018,Millstone 3,100
11/09/2018,Monticello,100
11/09/2018,Nine Mile Point 1,100
11/09/2018,Nine Mile Point 2,100
11/09/2018,North Anna 1,100
11/09/2018,North Anna 2,100
11/09/2018,Oconee 1,0
11/09/2018,Oconee 2,100
11/09/2018,Oconee 3,100
11/09/2018,Oyster Creek,0
11/09/2018,Palisades,0
11/09/2018,Palo Verde 1,100
11/09/2018,Palo Verde 2,0
11/09/2018,Palo Verde 3,100
11/09/2018,Peach Bottom 2,100
11/09/2018,Peach Bottom 3,100
11/09/2018,Perry 1,100
11/09/2018,Pilgrim 1,100
11/09/2018,Point Beach 1,100
11/09/2018,Point Beach 2,100
11/09/2018,Prairie Island 1,100
11/09/2018,Prairie Island 2,100
11/09/2018,Quad Cities 1,100
11/09/2018,Quad Cities 2,100
11/09/2018,River Bend 1,100
11/09/2018,Robinson 2,0
11/09/2018,Saint Lucie 1,100
11/09/2018,Saint Lucie 2,100
11/09/2018,Salem 1,100
11/09/2018,Salem 2,0
11/09/2018,Seabrook 1,100
11/09/2018,Sequoyah 1,100
11/09/2018,Sequoyah 2,0
11/09/2018,South Texas 1,0
11/09/2018,South Texas 2,100
11/09/2018,Summer,0
11/09/2018,Surry 1,100
11/09/2018,Surry 2,0
11/09/2018,Susquehanna 1,100
11/09/2018,Susquehanna 2,100
11/09/2018,Three Mile Island 1,100
11/09/2018,Turkey Point 3,2
11/09/2018,Turkey Point 4,100
11/09/2018,Vogtle 1,100
11/09/2018,Vogtle 2,100
11/09/2018,Waterford 3,100
11/09/2018,Watts Bar 1,100
11/09/2018,Watts Bar 2,100
11/09/2018,Wolf Creek 1,100
11/08/2018,Arkansas Nuclear 1,100
11/08/2018,Arkansas Nuclear 2,0
11/08/2018,Beaver Valley 1,100
11/08/2018,Beaver Valley 2,0
11/08/2018,Braidwood 1,99
11/08/2018,Braidwood 2,100
11/08/2018,Browns Ferry 1,0
11/08/2018,Browns Ferry 2,100
11/08/2018,Browns Ferry 3,99
11/08/2018,Brunswick 1,100
11/08/2018,Brunswick 2,100
11/08/2018,Byron 1,100
11/08/2018,Byron 2,100
11/08/2018,Callaway,100
11/08/2018,Calvert Cliffs 1,100
11/08/2018,Calvert Cliffs 2,100
11/08/2018,Catawba 1,94
11/08/2018,Catawba 2,100
11/08/2018,Clinton,98
11/08/2018,Columbia Generating Station,100
11/08/2018,Comanche Peak 1,100
11/08/2018,Comanche Peak 2,100
11/08/2018,Cooper,0
11/08/2018,D.C. Cook 1,100
11/08/2018,D.C. Cook 2,100
11/08/2018,Davis-Besse,100
11/08/2018,Diablo Canyon 1,100
11/08/2018,Diablo Canyon 2,100
11/08/2018,Dresden 2,100
11/08/2018,Dresden 3,0
11/08/2018,Duane Arnold,100
11/08/2018,Farley 1,100
11/08/2018,Farley 2,100
11/08/2018,Fermi 2,100
11/08/2018,FitzPatrick,100
11/08/2018,Ginna,0
11/08/2018,Grand Gulf 1,100
11/08/2018,Harris 1,100
11/08/2018,Hatch 1,100
11/08/2018,Hatch 2,100
11/08/2018,Hope Creek 1,100
11/08/2018,Indian Point 2,100
11/08/2018,Indian Point 3,100
11/08/2018,LaSalle 1,100
11/08/2018,LaSalle 2,100
11/08/2018,Limerick 1,100
11/08/2018,Limerick 2,100
11/08/2018,McGuire 1,100
11/08/2018,McGuire 2,100
11/08/2018,Millstone 2,0
11/08/2018,Millstone 3,100
11/08/2018,Monticello,100
11/08/2018,Nine Mile Point 1,100
11/08/2018,Nine Mile Point 2,100
11/08/2018,North Anna 1,100
11/08/2018,North Anna 2,100
11/08/2018,Oconee 1,0
11/08/2018,Oconee 2,100
11/08/2018,Oconee 3,100
11/08/2018,Oyster Creek,0
11/08/2018,Palisades,0
11/08/2018,Palo Verde 1,100
11/08/2018,Palo Verde 2,0
11/08/2018,Palo Verde 3,100
11/08/2018,Peach Bottom 2,100
11/08/2018,Peach Bottom 3,100
11/08/2018,Perry 1,100
11/08/2018,Pilgrim 1,100
11/08/2018,Point Beach 1,100
11/08/2018,Point Beach 2,100
11/08/2018,Prairie Island 1,100
11/08/2018,Prairie Island 2,100
11/08/2018,Quad Cities 1,100
11/08/2018,Quad Cities 2,100
11/08/2018,River Bend 1,100
11/08/2018,Robinson 2,0
11/08/2018,Saint Lucie 1,100
11/08/2018,Saint Lucie 2,100
11/08/2018,Salem 1,100
11/08/2018,Salem 2,0
11/08/2018,Seabrook 1,100
11/08/2018,Sequoyah 1,100
11/08/2018,Sequoyah 2,0
11/08/2018,South Texas 1,0
11/08/2018,South Texas 2,100
11/08/2018,Summer,0
11/08/2018,Surry 1,100
11/08/2018,Surry 2,0
11/08/2018,Susquehanna 1,100
11/08/2018,Susquehanna 2,100
11/08/2018,Three Mile Island 1,100
11/08/2018,Turkey Point 3,2
11/08/2018,Turkey Point 4,100
11/08/2018,Vogtle 1,100
11/08/2018,Vogtle 2,100
11/08/2018,Waterford 3,100
11/08/2018,Watts Bar 1,100
11/08/2018,Watts Bar 2,100
11/08/2018,Wolf Creek 1,100
11/07/2018,Arkansas Nuclear 1,100
11/07/2018,Arkansas Nuclear 2,0
11/07/2018,Beaver Valley 1,100
11/07/2018,Beaver Valley 2,0
11/07/2018,Braidwood 1,79
11/07/2018,Braidwood 2,98
11/07/2018,Browns Ferry 1,0
11/07/2018,Browns Ferry 2,100
11/07/2018,Browns Ferry 3,100
11/07/2018,Brunswick 1,100
11/07/2018,Brunswick 2,100
11/07/2018,Byron 1,100
11/07/2018,Byron 2,100
11/07/2018,Callaway,100
11/07/2018,Calvert Cliffs 1,100
11/07/2018,Calvert Cliffs 2,100
11/07/2018,Catawba 1,95
11/07/2018,Catawba 2,100
11/07/2018,Clinton,90
11/07/2018,Columbia Generating Station,100
11/07/2018,Comanche Peak 1,100
11/07/2018,Comanche Peak 2,100
11/07/2018,Cooper,0
11/07/2018,D.C. Cook 1,100
11/07/2018,D.C. Cook 2,100
11/07/2018,Davis-Besse,100
11/07/2018,Diablo Canyon 1,100
11/07/2018,Diablo Canyon 2,100
11/07/2018,Dresden 2,100
11/07/2018,Dresden 3,0
11/07/2018,Duane Arnold,100
11/07/2018,Farley 1,100
11/07/2018,Farley 2,100
11/07/2018,Fermi 2,100
11/07/2018,FitzPatrick,100
11/07/2018,Ginna,0
11/07/2018,Grand Gulf 1,100
11/07/2018,Harris 1,100
11/07/2018,Hatch 1,100
11/07/2018,Hatch 2,100
11/07/2018,Hope Creek 1,100
11/07/2018,Indian Point 2,100
11/07/2018,Indian Point 3,100
11/07/2018,LaSalle 1,100
11/07/2018,LaSalle 2,100
11/07/2018,Limerick 1,100
11/07/2018,Limerick 2,100
11/07/2018,McGuire 1,100
11/07/2018,McGuire 2,100
11/07/2018,Millstone 2,0
11/07/2018,Millstone 3,100
11/07/2018,Monticello,100
